"name","whitelist","blacklist","wpercentage","bpercentage","sum","wnorm","bnorm","remainder","wrnorm","wbnorm","tentropy","fentropy","centropy","gain"
"PECompact_2xx_BitSum_Technologies","106","1010","0.001013181","0.005624861","1116","0.09498208","0.9050179","283065","0.3692262","0.6307738","0.4528843","0.950076056","0.9481236","0.001116823"
"PeCompact_253_DLL_BitSum_Technologies_additional","106","1010","0.001013181","0.005624861","1116","0.09498208","0.9050179","283065","0.3692262","0.6307738","0.4528843","0.950076056","0.9481236","0.001116823"
"PeCompact_253_DLL_BitSum_Technologies","106","1010","0.001013181","0.005624861","1116","0.09498208","0.9050179","283065","0.3692262","0.6307738","0.4528843","0.950076056","0.9481236","0.001116823"
"PECompact_v20_additional","106","1010","0.001013181","0.005624861","1116","0.09498208","0.9050179","283065","0.3692262","0.6307738","0.4528843","0.950076056","0.9481236","0.001116823"
"Process_Doppelganging","1103","711","0.01054282","0.003959679","1814","0.6080485","0.3919515","282367","0.366608","0.633392","0.9660473","0.948031971","0.9481469","0.001093402"
"obfuscation_singlebyte_mov","5369","12683","0.05131857","0.07063377","18052","0.2974186","0.7025814","266129","0.3729469","0.627053","0.8781124","0.952907997","0.9481568","0.001083603"
"maldoc_getEIP_method_4","0","464","0","0.002584094","464","0","1","283717","0.3687513","0.6312488","0","0.949708446","0.9481578","0.001082572"
"_Nullsoft_PiMP_Stub__SFX_","275","1539","0.002628535","0.008570951","1814","0.1515987","0.8484013","282367","0.3695404","0.6304597","0.6138266","0.950318507","0.9481706","0.001069777"
"LZMA","36","689","0.000344099","0.003837157","725","0.04965517","0.9503448","283456","0.3689638","0.6310362","0.2849303","0.949873139","0.9481767","0.001063627"
"Intel_Virtualization_Wizard_exe","226","4","0.002160178","2.22767E-05","230","0.9826087","0.0173913","283951","0.3676515","0.6323485","0.1265316","0.948851738","0.9481862","0.001054171"
"TEA_encryption_decryption__0xc6ef3720__0x9e3779b9___32_lil_AND_","5","500","4.77916E-05","0.002784585","505","0.00990099","0.990099","283676","0.3687869","0.6312131","0.08013605","0.949736106","0.9481908","0.001049575"
"Unspecified_Malware_Oct16_A","0","446","0","0.002483849","446","0","1","283735","0.3687279","0.6312721","0","0.949690301","0.9481998","0.001040534"
"CookieTools","13","549","0.000124258","0.003057474","562","0.02313167","0.9768683","283619","0.3688328","0.6311672","0.1586802","0.949771695","0.9482072","0.001033148"
"PEiD_00705_FASM_1_5x_","86","888","0.000822015","0.004945422","974","0.08829569","0.9117043","283207","0.3691116","0.6308883","0.4307553","0.949987543","0.9482079","0.00103244"
"Win_Trojan_Java_98","63","792","0.000602174","0.004410782","855","0.07368421","0.9263158","283326","0.3690378","0.6309622","0.3795244","0.949930414","0.9482143","0.001026106"
"migrate_apc","640","283","0.006117319","0.001576075","923","0.6933911","0.3066089","283258","0.3670894","0.6329106","0.8892201","0.948410986","0.9482188","0.001021632"
"DES_Long","655","304","0.006260693","0.001693027","959","0.6830031","0.3169969","283222","0.3670831","0.6329169","0.9010857","0.948406034","0.9482464","0.000994024"
"DebuggerOutput__String","15216","21468","0.1454393","0.1195589","36684","0.4147857","0.5852143","247497","0.3612367","0.6387633","0.9789452","0.943704959","0.948254","0.000986364"
"PECompact_2xx","14","532","0.000133816","0.002962798","546","0.02564103","0.974359","283635","0.3688085","0.6311915","0.1720369","0.949752835","0.9482586","0.0009817689"
"UPX_293_LZMA_additional","31","612","0.000296308","0.003408331","643","0.04821151","0.9517885","283538","0.3688747","0.6311253","0.2787504","0.949804152","0.9482858","0.000954573"
"UPX_293_300_LZMA","31","612","0.000296308","0.003408331","643","0.04821151","0.9517885","283538","0.3688747","0.6311253","0.2787504","0.949804152","0.9482858","0.000954573"
"UPX_293_LZMA","31","612","0.000296308","0.003408331","643","0.04821151","0.9517885","283538","0.3688747","0.6311253","0.2787504","0.949804152","0.9482858","0.000954573"
"UPX_293_300_LZMA_Markus_Oberhumer_Laszlo_Molnar_John_Reiser","31","612","0.000296308","0.003408331","643","0.04821151","0.9517885","283538","0.3688747","0.6311253","0.2787504","0.949804152","0.9482858","0.000954573"
"GenerateTLSClientHelloPacket_Test","962","620","0.009195095","0.003452885","1582","0.608091","0.391909","282599","0.366806","0.633194","0.9660204","0.948188023","0.9482873","0.000953077"
"Win_Trojan_Virut_389","0","407","0","0.002266652","407","0","1","283774","0.3686772","0.6313228","0","0.949650984","0.9482909","0.000949463"
"VC_Random","657","2460","0.00627981","0.01370016","3117","0.2107796","0.7892204","281064","0.3698944","0.6301056","0.7429703","0.950590977","0.9483137","0.000926653"
"_Microsoft_Visual_Cpp_v60_","8","468","7.64665E-05","0.002606371","476","0.01680672","0.9831933","283705","0.3687387","0.6312613","0.1231146","0.949698672","0.9483141","0.000926217"
"MPRESS_V200_V20X_MATCODE_Software_20090423","4","437","3.82332E-05","0.002433727","441","0.009070295","0.9909297","283740","0.3687073","0.6312928","0.07456478","0.949674324","0.9483163","0.000924065"
"_Microsoft_Visual_Cpp_60_DLL_","78","795","0.000745548","0.004427489","873","0.08934708","0.9106529","283308","0.3690083","0.6309917","0.4342867","0.949907585","0.9483236","0.000916765"
"VC6_Random","35","611","0.000334541","0.003402762","646","0.05417957","0.9458205","283535","0.3688645","0.6311355","0.3038929","0.949796245","0.948328","0.000912392"
"WHIRLPOOL_Constants","347","81","0.003316734","0.000451103","428","0.8107477","0.1892523","283753","0.3674816","0.6325184","0.6999048","0.948718735","0.948344","0.000896369"
"create_process","20500","40520","0.1959454","0.2256627","61020","0.3359554","0.6640446","223161","0.3769521","0.6230479","0.9208956","0.955860889","0.9483531","0.000887301"
"ms_vc6_dll","186","1145","0.001777846","0.006376699","1331","0.1397445","0.8602554","282850","0.369224","0.630776","0.5835694","0.950074372","0.9483578","0.000882573"
"Armadillov1xxv2xx","187","1147","0.001787404","0.006387837","1334","0.1401799","0.8598201","282847","0.3692243","0.6307756","0.5847098","0.950074666","0.9483595","0.000880796"
"_Armadillo_v1xx__v2xx","187","1147","0.001787404","0.006387837","1334","0.1401799","0.8598201","282847","0.3692243","0.6307756","0.5847098","0.950074666","0.9483595","0.000880796"
"_Armadillo_v1xx__v2xx_","187","1147","0.001787404","0.006387837","1334","0.1401799","0.8598201","282847","0.3692243","0.6307756","0.5847098","0.950074666","0.9483595","0.000880796"
"_Microsoft_Visual_Cpp_60_","187","1146","0.001787404","0.006382268","1333","0.1402851","0.8597149","282848","0.3692231","0.6307769","0.5849849","0.950073658","0.9483612","0.000879224"
"PEArmor04600759hying","0","373","0","0.0020773","373","0","1","283808","0.368633","0.631367","0","0.949616703","0.9483703","0.000870081"
"_PEArmor_V0460V0759__hying_","0","373","0","0.0020773","373","0","1","283808","0.368633","0.631367","0","0.949616703","0.9483703","0.000870081"
"PEiD_01517_PE_Armor_0_460_0_759____hying_","0","373","0","0.0020773","373","0","1","283808","0.368633","0.631367","0","0.949616703","0.9483703","0.000870081"
"_PEArmor_04600759__hying_","0","373","0","0.0020773","373","0","1","283808","0.368633","0.631367","0","0.949616703","0.9483703","0.000870081"
"PEiD_02444_UPX_v0_89_6___v1_02___v1_05___v1_22_DLL_","10","456","9.55831E-05","0.002539541","466","0.02145923","0.9785408","283715","0.3687186","0.6312814","0.1495571","0.949683123","0.9483711","0.000869294"
"PEiD_02446_UPX_v0_89_6___v1_02___v1_05___v1_22_","10","456","9.55831E-05","0.002539541","466","0.02145923","0.9785408","283715","0.3687186","0.6312814","0.1495571","0.949683123","0.9483711","0.000869294"
"upx_dll2","10","456","9.55831E-05","0.002539541","466","0.02145923","0.9785408","283715","0.3687186","0.6312814","0.1495571","0.949683123","0.9483711","0.000869294"
"BLOWFISH_Constants","957","653","0.009147303","0.003636667","1610","0.5944099","0.4055901","282571","0.36686","0.63314","0.9741268","0.948230578","0.9483773","0.000863079"
"anti_dbg","39935","62377","0.3817111","0.3473881","102312","0.3903257","0.6096743","181869","0.3556736","0.6443264","0.9650094","0.939033237","0.9483853","0.000855091"
"Win_Trojan_Agent_34416","38","595","0.000363216","0.003313656","633","0.0600316","0.9399684","283548","0.368837","0.631163","0.3275703","0.94977494","0.948389","0.000851362"
"network_irc","9","436","8.60248E-05","0.002428158","445","0.02022472","0.9797753","283736","0.3686948","0.6313052","0.1427004","0.949664685","0.948401","0.000839314"
"TEST_false_positive_plain_fnv1a_in_x64","953","662","0.00910907","0.00368679","1615","0.5900929","0.4099071","282566","0.3668807","0.6331193","0.9764517","0.948246833","0.9484071","0.00083325"
"office_magic_bytes","75","737","0.000716873","0.004104478","812","0.09236453","0.9076355","283369","0.3689394","0.6310605","0.4443135","0.949854284","0.9484098","0.000830585"
"PureBasic_4x_Neil_Hodgson","0","351","0","0.001954778","351","0","1","283830","0.3686045","0.6313956","0","0.949594519","0.9484217","0.000818722"
"PureBasic_4x_Neil_Hodgson_additional","0","351","0","0.001954778","351","0","1","283830","0.3686045","0.6313956","0","0.949594519","0.9484217","0.000818722"
"RijnDael_AES_CHAR","2055","2014","0.01964233","0.01121631","4069","0.5050381","0.4949619","280112","0.3661607","0.6338393","0.9999267","0.947678479","0.9484266","0.000813783"
"RijnDael_AES_LONG","2055","2014","0.01964233","0.01121631","4069","0.5050381","0.4949619","280112","0.3661607","0.6338393","0.9999267","0.947678479","0.9484266","0.000813783"
"Inno_Installer_v512_collides_with_Borland_Delphi_20_Overlay","1","359","9.55831E-06","0.001999332","360","0.002777778","0.9972222","283821","0.3686126","0.6313874","0.0275904","0.949600859","0.9484329","0.000807512"
"Inno_Installer_v512","1","359","9.55831E-06","0.001999332","360","0.002777778","0.9972222","283821","0.3686126","0.6313874","0.0275904","0.949600859","0.9484329","0.000807512"
"Inno_Setup_Module_v5","1","359","9.55831E-06","0.001999332","360","0.002777778","0.9972222","283821","0.3686126","0.6313874","0.0275904","0.949600859","0.9484329","0.000807512"
"Microsoft_Visual_Cpp_70_MFC","288","1386","0.002752793","0.007718868","1674","0.172043","0.827957","282507","0.3693112","0.6306888","0.662357","0.950141747","0.9484465","0.000793851"
"Parite_PE_Virus","0","340","0","0.001893517","340","0","1","283841","0.3685901","0.6314098","0","0.949583427","0.9484473","0.000793044"
"Microsoft_Visual_Cpp_v71_EXE","192","11","0.001835196","6.12609E-05","203","0.9458128","0.05418719","283978","0.3677362","0.6322638","0.3039244","0.94891804","0.9484573","0.00078307"
"Microsoft_Visual_Cpp_v71_EXE_additional","192","11","0.001835196","6.12609E-05","203","0.9458128","0.05418719","283978","0.3677362","0.6322638","0.3039244","0.94891804","0.9484573","0.00078307"
"CRC32c_poly_Constant","348","107","0.003326292","0.000595901","455","0.7648352","0.2351648","283726","0.367513","0.632487","0.7869067","0.948743368","0.9484842","0.000756118"
"vmprotect","6","375","5.73499E-05","0.002088438","381","0.01574803","0.984252","283800","0.3686223","0.6313778","0.1168498","0.949608357","0.9484919","0.000748488"
"MurmurHash3_Constants","232","34","0.002217528","0.000189352","266","0.8721805","0.1278196","283915","0.3676769","0.632323","0.5514278","0.948871675","0.9484997","0.000740712"
"Generic_bitmask_table__32_lil_128_","334","101","0.003192476","0.000562486","435","0.7678161","0.2321839","283746","0.3675365","0.6324635","0.781799","0.948761722","0.9485062","0.000734221"
"network_p2p_win","150","1","0.001433747","5.56917E-06","151","0.9933775","0.006622517","284030","0.3678168","0.6321832","0.05745902","0.948980996","0.9485073","0.000733086"
"PEiD_01400_Obsidium_v1_0_0_61_","1137","924","0.0108678","0.005145912","2061","0.5516739","0.4483261","282120","0.3668084","0.6331915","0.9922817","0.948189977","0.9485098","0.000730622"
"njrat1","0","311","0","0.001732012","311","0","1","283870","0.3685525","0.6314475","0","0.949554181","0.948515","0.000725355"
"bitmask__32_lil_128_","330","101","0.003154242","0.000562486","431","0.7656612","0.2343387","283750","0.3675454","0.6324546","0.7854984","0.948768703","0.9485211","0.000719289"
"Windows_CryptCreateHash__8_byt_STR_16_","3311","3825","0.03164757","0.02130207","7136","0.4639854","0.5360146","277045","0.3656807","0.6343193","0.9962543","0.947297765","0.9485271","0.000713271"
"TinyLoaderSample","0","303","0","0.001687458","303","0","1","283878","0.3685421","0.6314579","0","0.949546113","0.9485337","0.000706684"
"Win_Trojan_Madangel_1","0","303","0","0.001687458","303","0","1","283878","0.3685421","0.6314579","0","0.949546113","0.9485337","0.000706684"
"HKTL_Meterpreter_inMemory","0","301","0","0.00167632","301","0","1","283880","0.3685395","0.6314605","0","0.949544096","0.9485384","0.000702016"
"HKTL_CobaltStrike_Beacon_Strings","0","296","0","0.001648474","296","0","1","283885","0.368533","0.631467","0","0.949539053","0.94855","0.000690347"
"WiltedTulip_ReflectiveLoader","0","296","0","0.001648474","296","0","1","283885","0.368533","0.631467","0","0.949539053","0.94855","0.000690347"
"_Microsoft_Visual_Cpp_60__80_","11319","23147","0.1081905","0.1289096","34466","0.3284106","0.6715894","249715","0.373634","0.6263661","0.9132943","0.953421519","0.9485548","0.000685561"
"PEiD_01070_Microsoft_Visual_C___6_0___8_0_","11320","23148","0.1082001","0.1289151","34468","0.3284205","0.6715794","249713","0.3736329","0.6263671","0.9133045","0.953420765","0.9485551","0.00068526"
"create_com_service","749","2451","0.007159175","0.01365003","3200","0.2340625","0.7659375","280981","0.3696762","0.6303238","0.7850262","0.950423178","0.9485607","0.000679633"
"Cabinet_Archive","421","185","0.004024049","0.001030296","606","0.6947195","0.3052805","283575","0.3674513","0.6325487","0.8876503","0.948695005","0.9485648","0.000675539"
"Microsoft_Visual_Cpp_80_Debug_","341","119","0.003259384","0.000662731","460","0.7413043","0.2586957","283721","0.3675442","0.6324558","0.8247717","0.948767762","0.948567","0.000673319"
"Microsoft_Visual_Cpp_V80_Debug","341","119","0.003259384","0.000662731","460","0.7413043","0.2586957","283721","0.3675442","0.6324558","0.8247717","0.948767762","0.948567","0.000673319"
"network_udp_sock","1408","3921","0.0134581","0.02183671","5329","0.2642147","0.7357853","278852","0.3701354","0.6298646","0.83304","0.950776009","0.9485682","0.000672162"
"HKTL_Win_CobaltStrike","0","288","0","0.001603921","288","0","1","283893","0.3685226","0.6314774","0","0.949530984","0.9485687","0.000671677"
"ASProtect_v11_BRS","8","354","7.64665E-05","0.001971486","362","0.02209945","0.9779006","283819","0.3685905","0.6314095","0.1530714","0.949583725","0.9485691","0.000671271"
"PEiD_02456_UPX_v3_0__EXE_LZMA_____Markus_Oberhumer___Laszlo_Molnar___John_Reiser_","26","450","0.000248516","0.002506126","476","0.05462185","0.9453781","283705","0.3686752","0.6313248","0.3057149","0.949649449","0.9485708","0.000669505"
"PEiD_01067_Microsoft_Visual_C___6_0___8_0_","982","2972","0.009386261","0.01655157","3954","0.2483561","0.7516439","280227","0.3698395","0.6301606","0.8086622","0.95054874","0.9485746","0.000665793"
"PEiD_01068_Microsoft_Visual_C___6_0___8_0_","982","2972","0.009386261","0.01655157","3954","0.2483561","0.7516439","280227","0.3698395","0.6301606","0.8086622","0.95054874","0.9485746","0.000665793"
"SHA1_Constants","4800","10776","0.04587989","0.06001337","15576","0.3081664","0.6918336","268605","0.3716275","0.6283725","0.8910456","0.951913525","0.9485773","0.000663027"
"Microsoft_Visual_Cpp_80_MFC","206","30","0.001969012","0.000167075","236","0.8728814","0.1271186","283945","0.3677297","0.6322703","0.5494828","0.948912906","0.9485812","0.000659174"
"pec2_BoB","62","593","0.000592615","0.003302517","655","0.09465649","0.9053435","283526","0.368781","0.631219","0.4518245","0.949731507","0.9485839","0.000656474"
"PEiD_01591_PECompact_V2_X____Bitsum_Technologies_","62","593","0.000592615","0.003302517","655","0.09465649","0.9053435","283526","0.368781","0.631219","0.4518245","0.949731507","0.9485839","0.000656474"
"PEiD_02417_UPX_3_02_","29","457","0.000277191","0.00254511","486","0.05967078","0.9403292","283695","0.3686776","0.6313224","0.3261366","0.949651327","0.948585","0.000655364"
"OpenSSL_DSA","73","631","0.000697757","0.003514146","704","0.1036932","0.8963068","283477","0.3688059","0.6311941","0.4805945","0.949750844","0.9485886","0.000651765"
"RIPEMD160_Constants","4704","10562","0.04496229","0.05882156","15266","0.3081357","0.6918643","268915","0.3715561","0.628444","0.8910097","0.951859394","0.9485906","0.000649776"
"Malware_QA_vqgk","0","278","0","0.001548229","278","0","1","283903","0.3685097","0.6314903","0","0.949520898","0.948592","0.000648341"
"PEiD_01592_PECompact_v2_xx_","42","507","0.000401449","0.002823569","549","0.07650273","0.9234973","283632","0.3687137","0.6312863","0.3897348","0.949679303","0.9485976","0.000642805"
"_PECompact_v2xx_","42","507","0.000401449","0.002823569","549","0.07650273","0.9234973","283632","0.3687137","0.6312863","0.3897348","0.949679303","0.9485976","0.000642805"
"PECompactv2xx","42","507","0.000401449","0.002823569","549","0.07650273","0.9234973","283632","0.3687137","0.6312863","0.3897348","0.949679303","0.9485976","0.000642805"
"PEiD_02191_tElock_0_99___1_0_private____tE__","5234","11570","0.0500282","0.06443529","16804","0.3114735","0.6885266","267377","0.3717111","0.6282889","0.894867","0.951976869","0.9485999","0.000640483"
"Win_Trojan_Alman_6","0","274","0","0.001525952","274","0","1","283907","0.3685045","0.6314955","0","0.949516864","0.9486014","0.000639006"
"dbgdetect_procs","48","529","0.000458799","0.00294609","577","0.08318891","0.9168111","283604","0.3687289","0.6312711","0.413317","0.949691131","0.9486021","0.000638291"
"PEiD_01587_PeCompact_v2_08____Bitsum_Technologies_signature_by_loveboom__","62","583","0.000592615","0.003246826","645","0.09612403","0.9038759","283536","0.368768","0.631232","0.4565873","0.949721421","0.9486021","0.000638206"
"PEiD_01588_PECompact_v2_0_","62","583","0.000592615","0.003246826","645","0.09612403","0.9038759","283536","0.368768","0.631232","0.4565873","0.949721421","0.9486021","0.000638206"
"UPX_Modified_Or_Inside","9","344","8.60248E-05","0.001915794","353","0.02549575","0.9745042","283828","0.3685753","0.6314247","0.1712739","0.949571912","0.9486051","0.000635233"
"Microsoft_Visual_Cpp_80_Debug","341","129","0.003259384","0.000718423","470","0.7255319","0.2744681","283711","0.3675571","0.6324429","0.8478032","0.948777906","0.9486109","0.000629464"
"cve_2014_6352","63","581","0.000602174","0.003235687","644","0.09782609","0.9021739","283537","0.3687631","0.6312369","0.4620663","0.949717678","0.9486126","0.000627789"
"apt_equation_exploitlib_mutexes","0","266","0","0.001481399","266","0","1","283915","0.3684941","0.6315059","0","0.949508794","0.94862","0.000620338"
"Win_Dropper_Agent_36276","873","679","0.008344405","0.003781466","1552","0.5625","0.4375","282629","0.3670819","0.6329181","0.9886994","0.948405145","0.9486252","0.000615166"
"Detect_Monitoring","16","374","0.000152933","0.002082869","390","0.04102564","0.9589744","283791","0.3685987","0.6314013","0.2469751","0.949590075","0.9486258","0.000614539"
"Equation_Kaspersky_FannyWorm","0","263","0","0.001464691","263","0","1","283918","0.3684902","0.6315098","0","0.949505768","0.9486271","0.000613338"
"PEiD_01065_Microsoft_Visual_C___6_0___8_0_","709","2288","0.006776842","0.01274226","2997","0.2365699","0.7634301","281184","0.3695516","0.6304484","0.7892895","0.950327185","0.9486288","0.000611504"
"EquationGroup_EquationDrug_Gen_2","0","262","0","0.001459122","262","0","1","283919","0.3684889","0.6315111","0","0.94950476","0.9486294","0.000611004"
"PEiD_00895_HQR_data_file_","755","549","0.007216524","0.003057474","1304","0.5789877","0.4210123","282877","0.3671772","0.6328228","0.9819222","0.94848003","0.9486335","0.000606887"
"ASProtect_133_21_Registered_Alexey_Solodovnikov","8","323","7.64665E-05","0.001798842","331","0.02416918","0.9758308","283850","0.3685503","0.6314497","0.1642491","0.94955246","0.9486378","0.000602593"
"ASProtect_V2X_Registered_Alexey_Solodovnikov","8","323","7.64665E-05","0.001798842","331","0.02416918","0.9758308","283850","0.3685503","0.6314497","0.1642491","0.94955246","0.9486378","0.000602593"
"ASProtect_v12x_New_Strain","8","323","7.64665E-05","0.001798842","331","0.02416918","0.9758308","283850","0.3685503","0.6314497","0.1642491","0.94955246","0.9486378","0.000602593"
"ASProtect_133_21_Registered_Alexey_Solodovnikov_additional","8","323","7.64665E-05","0.001798842","331","0.02416918","0.9758308","283850","0.3685503","0.6314497","0.1642491","0.94955246","0.9486378","0.000602593"
"ASProtect_v12x_New_Strain_additional","8","323","7.64665E-05","0.001798842","331","0.02416918","0.9758308","283850","0.3685503","0.6314497","0.1642491","0.94955246","0.9486378","0.000602593"
"_Microsoft_Visual_Cpp_V80_Debug_","235","56","0.002246203","0.000311873","291","0.8075601","0.1924399","283890","0.3676988","0.6323013","0.7065477","0.948888735","0.9486406","0.000599792"
"MicrosoftVisualCV80Debug","235","56","0.002246203","0.000311873","291","0.8075601","0.1924399","283890","0.3676988","0.6323013","0.7065477","0.948888735","0.9486406","0.000599792"
"Win_Trojan_Obfus_38","0","254","0","0.001414569","254","0","1","283927","0.3684785","0.6315215","0","0.94949669","0.948648","0.000592337"
"FGint_FGIntDestroy","6","305","5.73499E-05","0.001698597","311","0.0192926","0.9807074","283870","0.3685314","0.6314687","0.1374501","0.949537761","0.948649","0.000591336"
"Win_Downloader_Small_4747","0","253","0","0.001409","253","0","1","283928","0.3684772","0.6315228","0","0.949495681","0.9486504","0.000590004"
"Win_Spyware_Banker_1944","0","253","0","0.001409","253","0","1","283928","0.3684772","0.6315228","0","0.949495681","0.9486504","0.000590004"
"Win_Downloader_Small_1414","0","253","0","0.001409","253","0","1","283928","0.3684772","0.6315228","0","0.949495681","0.9486504","0.000590004"
"Windows_CryptHashData__8_byt_STR_14_","3245","3885","0.03101672","0.02163622","7130","0.4551192","0.5448808","277051","0.365911","0.6340891","0.9941801","0.947480605","0.9486523","0.00058809"
"ldpreload","178","24","0.001701379","0.00013366","202","0.8811881","0.1188119","283979","0.3677842","0.6322157","0.525936","0.948955566","0.9486549","0.000585493"
"Win_Trojan_Virut_387","0","251","0","0.001397861","251","0","1","283930","0.3684746","0.6315254","0","0.949493664","0.948655","0.000585337"
"win_token","20507","39502","0.1960123","0.2199933","60009","0.3417321","0.6582679","224172","0.3752208","0.6247792","0.9264665","0.954596584","0.9486565","0.000583858"
"Win_Adware_InstallCore_12","0","249","0","0.001386723","249","0","1","283932","0.368472","0.631528","0","0.949491647","0.9486597","0.00058067"
"MSVCpp_DLL_v8_typical_OEP_recognized_h_additional","130","4","0.00124258","2.22767E-05","134","0.9701493","0.02985075","284047","0.3678652","0.6321348","0.1936428","0.949018804","0.9486626","0.000577749"
"MSVCpp_DLL_v8_typical_OEP_recognized_h","130","4","0.00124258","2.22767E-05","134","0.9701493","0.02985075","284047","0.3678652","0.6321348","0.1936428","0.949018804","0.9486626","0.000577749"
"Njrat","40","462","0.000382332","0.002572956","502","0.07968128","0.9203187","283679","0.3686596","0.6313403","0.4010552","0.949637372","0.9486683","0.000572058"
"Check_VBox_DeviceMap","0","244","0","0.001358877","244","0","1","283937","0.3684655","0.6315345","0","0.949486603","0.9486713","0.000569004"
"Check_Qemu_DeviceMap","0","242","0","0.001347739","242","0","1","283939","0.3684629","0.6315371","0","0.949484585","0.948676","0.000564337"
"Check_VMWare_DeviceMap","0","242","0","0.001347739","242","0","1","283939","0.3684629","0.6315371","0","0.949484585","0.948676","0.000564337"
"_VMProtect_1704_phpbb3_","7","296","6.69082E-05","0.001648474","303","0.02310231","0.9768977","283878","0.3685175","0.6314825","0.1585216","0.949526955","0.9486836","0.000556802"
"Armadillo_v2xx_CopyMem_II_additional","372","1422","0.003555691","0.007919358","1794","0.2073579","0.7926421","282387","0.3691707","0.6308293","0.7364019","0.950033188","0.9486846","0.000555811"
"FSG_v110_Eng_dulekxt_","15","340","0.000143375","0.001893517","355","0.04225352","0.9577465","283826","0.3685568","0.6314432","0.2525308","0.94955751","0.9486868","0.000553589"
"PEiD_01721_PKLITE32_v1_1_","1","249","9.55831E-06","0.001386723","250","0.004","0.996","283931","0.3684698","0.6315302","0.03762236","0.949489918","0.9486877","0.000552642"
"Win_Trojan_Alman_5","0","235","0","0.001308755","235","0","1","283946","0.3684539","0.6315461","0","0.949477524","0.9486924","0.000548005"
"embedded_archive_cab","431","233","0.004119632","0.001297616","664","0.6490964","0.3509036","283517","0.3674912","0.6325088","0.9348724","0.948726267","0.9486939","0.000546474"
"_FSG_v110_Eng__dulekxt__Microsoft_Visual_C__Basic_NET_","36","429","0.000344099","0.002389174","465","0.07741936","0.9225807","283716","0.3686257","0.6313744","0.3930202","0.949610996","0.9487002","0.000540113"
"Win32_Ransomware_GandCrab","0","230","0","0.001280909","230","0","1","283951","0.3684474","0.6315526","0","0.94947248","0.948704","0.000536339"
"Typical_Malware_String_Transforms","0","230","0","0.001280909","230","0","1","283951","0.3684474","0.6315526","0","0.94947248","0.948704","0.000536339"
"Check_VBox_VideoDrivers","2","251","1.91166E-05","0.001397861","253","0.007905138","0.9920949","283928","0.3684702","0.6315298","0.06656104","0.949490206","0.9487042","0.000536216"
"ASProtect_123_RC4_130824_Solodovnikov_Alexey","7","285","6.69082E-05","0.001587213","292","0.0239726","0.9760274","283889","0.3685032","0.6314968","0.1631991","0.949515859","0.9487079","0.000532462"
"ASProtect_v12_additional","7","285","6.69082E-05","0.001587213","292","0.0239726","0.9760274","283889","0.3685032","0.6314968","0.1631991","0.949515859","0.9487079","0.000532462"
"ASProtect_v123_RC1","7","285","6.69082E-05","0.001587213","292","0.0239726","0.9760274","283889","0.3685032","0.6314968","0.1631991","0.949515859","0.9487079","0.000532462"
"Win_Downloader_Banload_301","0","227","0","0.001264201","227","0","1","283954","0.3684435","0.6315565","0","0.949469454","0.948711","0.00052934"
"Check_FilePaths","0","224","0","0.001247494","224","0","1","283957","0.3684396","0.6315604","0","0.949466427","0.948718","0.000522341"
"Microsoft_Visual_Cpp_80_DLL_additional","112","2","0.001070531","1.11383E-05","114","0.9824561","0.01754386","284067","0.3679026","0.6320974","0.1274185","0.949048063","0.9487185","0.000521907"
"Check_Qemu_Description","2","244","1.91166E-05","0.001358877","246","0.008130081","0.9918699","283935","0.3684611","0.6315389","0.06812463","0.949483145","0.9487202","0.000520169"
"Win_Adware_Multiplug_3","0","220","0","0.001225217","220","0","1","283961","0.3684344","0.6315656","0","0.949462392","0.9487274","0.000513009"
"PEiD_00072_Anti007_V1_0_V2_X____NsPacK_Private_","0","220","0","0.001225217","220","0","1","283961","0.3684344","0.6315656","0","0.949462392","0.9487274","0.000513009"
"_ACProtect_13x__14x_DLL__Risco_Software_Inc_","34","405","0.000324983","0.002255513","439","0.07744875","0.9225513","283742","0.3685989","0.6314011","0.3931253","0.949590243","0.9487306","0.000509749"
"Win_Spyware_8931_1","0","217","0","0.00120851","217","0","1","283964","0.3684305","0.6315695","0","0.949459366","0.9487343","0.00050601"
"Win_Trojan_Popwin_33","0","217","0","0.00120851","217","0","1","283964","0.3684305","0.6315695","0","0.949459366","0.9487343","0.00050601"
"Win_Downloader_1415_1","0","217","0","0.00120851","217","0","1","283964","0.3684305","0.6315695","0","0.949459366","0.9487343","0.00050601"
"Win_Spyware_8932_1","0","217","0","0.00120851","217","0","1","283964","0.3684305","0.6315695","0","0.949459366","0.9487343","0.00050601"
"Win_Downloader_Small_2654","0","217","0","0.00120851","217","0","1","283964","0.3684305","0.6315695","0","0.949459366","0.9487343","0.00050601"
"disable_firewall","7","272","6.69082E-05","0.001514814","279","0.02508961","0.9749104","283902","0.3684863","0.6315137","0.1691343","0.949502746","0.9487366","0.000503766"
"_D1S1G_v11_beta__D1N_","2","232","1.91166E-05","0.001292047","234","0.008547009","0.991453","283947","0.3684455","0.6315545","0.07099894","0.949471039","0.9487477","0.000492681"
"D1S1Gv11betaD1N","2","232","1.91166E-05","0.001292047","234","0.008547009","0.991453","283947","0.3684455","0.6315545","0.07099894","0.949471039","0.9487477","0.000492681"
"PEiD_00451_D1S1G_v1_1_beta_____D1N_","2","232","1.91166E-05","0.001292047","234","0.008547009","0.991453","283947","0.3684455","0.6315545","0.07099894","0.949471039","0.9487477","0.000492681"
