"name","whitelist","blacklist","wpercentage","bpercentage","sum","wnorm","bnorm","remainder","wrnorm","wbnorm","tentropy","fentropy","centropy","gain"
"Win_Trojan_Fakealert_33","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Small_1101","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Small_1102","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Vobfus_40","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Vobfus_39","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Fabi_2","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Small_1103","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Microsoft_Visual_Cpp_50_71","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"APT_DeputyDog_Strings","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"APT_DNSpionage_Karkoff_Malware_Apr19_1","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"_RCryptor_v11__Vaska_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Lmir_50","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"instany61","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"APT_Dropper_Raw64_TEARDROP_1","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"_hyings_PEArmor_V07X__hying_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Expiro_2","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Expiro_16","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Vobfus_32","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_ExeInfector_7","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Proxy_Tool_3","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"ProxyTool3","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"PEiD_00222_ASPack_v1_08_02_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"PseudoSigner_02_Armadillo_300","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"PseudoSigner_02_Armadillo_300_Anorganix","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_ExeInfector_3","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"_Inno_Setup_Module_v304betav306v307_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"PseudoSigner_02_Microsoft_Visual_Basic_50_60","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"PseudoSigner_02_Microsoft_Visual_Basic_50_60_Anorganix","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Vobfus_30","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Vobfus_3","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"_Upack_022__023_beta__Dwing_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_VB_1569","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"APT_GreyEnergy_Malware_Oct18_4","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_VB_1494","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Vobfus_26","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"_FSG_131_Eng__dulekxt_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"apt_hanover_foler_pdb","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Vobfus_24","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"_DxPack_V086_Dxd_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"_InstallAnywhere_61__Zero_G_Software_Inc_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Lmir_91","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"_InstallAnywhere_V61__Zero_G_Software_Inc_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Downloader_Zlob_1774","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"_DxPack_V086__Dxd_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Ehu_1","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"ZLoader","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"_FSG_13_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"ASProtect_11_BRS_Solodovnikov_Alexey","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"PUA_CryptoMiner_Jan19_1","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Lovgate_27","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Lowzones_5","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Downloader_Zlob_1771","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"PEiD_00112_ARM_Protector_0_1_by_SMoKE_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Dumador_52","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"ACProtectV20risco","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"PEiD_01985_RLPack_1_20_Basic_Edition__aPLib_____Ap0x_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Dropper_26610","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"PEiD_00115_ARM_Protector_v0_1_by_SMoKE_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Downloader_93875_1","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"InnoSetupModulev304betav306v307","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Downloader_Zlob_1766","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_DonaldDick152_1","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Downloader_Zlob_1758","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Adware_Toolbar_51","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_DNSChanger_5","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_DistTrack_4","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_DistTrack_1","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Dishigy_7","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Downloader_Zlob_1753","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"DotNET_NetzPacker","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"_ASPAck_1061b_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Adware_Toolbar_41","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"ransom_egregor","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"_KByS_Packer_v028_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"_KByS_V028__shoooo_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"_ASPack_v10804__Alexey_Solodovnikov_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"_KByS_V028__shoooo__Sign_by_fly_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"PEiD_01926_RCryptor_v1_5_____Vaska_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Meredrop_313","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_U_74","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Dos_lcx","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"RansomSampleLockyCrypt","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"DOS_Device_Driver_Hint_DOS_EP","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Downloader_VB_1700","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"DOS_Device_Driver","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"PEiD_01919_RCryptor_v1_1_____Vaska_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_VB_1577","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"PEiD_01902_PureBasic_4_x_DLL____Neil_Hodgson_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"_FreeBASIC_016b_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Dialer_715","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"RAT_Greame","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Vobfus_77","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"PEiD_00116_Armadillo_3_00a____Silicon_Realms_Toolworks_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"_FreeBasic_014_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Vobfus_12","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"_Armadillo_v3xx_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"IMPLANT_4_v10","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Dialer_683","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"IMPLANT_3_v2","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Dialer_657","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"_Fish_PE_Shield_101__HellFish_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Dialer_636","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Small_3804","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"PEiD_01857_PseudoSigner_0_2__Armadillo_3_00__","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"rat_telnet","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"IMPLANT_1_v2","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Dialer_611","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Vobfus_90","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Dialer_609","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Dialer_591","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Mosucker_84","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Vobfus_9","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"RCryptor_15_Vaska","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_VB_73706","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Small_3960","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Small_4005","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"RCryptor_V15_Vaska","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_VB_1587","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"RCryptor_V15_Vaska_Sign_by_fly","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Ding_Boys_PE_lock_Phantasm_v10_v11_additional","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Ding_Boys_PE_lock_Phantasm_v10_v11","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"dexter_strings","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Downloader_Small_981","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"RCryptor1_5__Vaska","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Dialer_578","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"APT1_letusgo","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"RCryptorv11Vaska","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Impacket_Lateral_Movement","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"APT1_MAPIGET","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_MSShellcode_6","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Multidropper_1","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Impacket_Keyword","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Mybot_230","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Mybot_427","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Downloader_Small_973","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"_yodas_Crypter_13Ashkbiz_Danehkar_","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Mybot_4295","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Downloader_Small_924","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Impacket","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Downloader_103685_1","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"Win_Trojan_Dialer_261","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"APT1_WEBC2_ADSPACE","0","2","0","1.11383E-05","2","0","1","284179","0.3681518","0.6318482","0","0.949242389","0.9492357","4.66145E-06"
"hacktool_windows_mimikatz_modules","2","9","1.91166E-05","5.01225E-05","11","0.1818182","0.8181818","284170","0.3681564","0.6318436","0.6840385","0.949245991","0.9492357","4.64491E-06"
"PEiD_01039_Microsoft_C__1990_1992__","2","9","1.91166E-05","5.01225E-05","11","0.1818182","0.8181818","284170","0.3681564","0.6318436","0.6840385","0.949245991","0.9492357","4.64491E-06"
"Dev_Cue_4992_Bloodshed_Software","7","21","6.69082E-05","0.000116953","28","0.25","0.75","284153","0.3681608","0.6318392","0.8112781","0.949249442","0.9492359","4.52184E-06"
"Dev_Cpp_4992_Bloodshed_Software","7","21","6.69082E-05","0.000116953","28","0.25","0.75","284153","0.3681608","0.6318392","0.8112781","0.949249442","0.9492359","4.52184E-06"
"PKLITE32_v11_PKWare","4","14","3.82332E-05","7.79684E-05","18","0.2222222","0.7777778","284163","0.3681584","0.6318416","0.7642045","0.949247573","0.9492359","4.51741E-06"
"Delphi_IntToStr","1","6","9.55831E-06","3.3415E-05","7","0.1428571","0.8571429","284174","0.3681547","0.6318453","0.5916728","0.949244695","0.9492359","4.48313E-06"
"iKAT_gpdisable_customcmd_kitrap0d_uacpoc","1","6","9.55831E-06","3.3415E-05","7","0.1428571","0.8571429","284174","0.3681547","0.6318453","0.5916728","0.949244695","0.9492359","4.48313E-06"
"kryptor3","1","6","9.55831E-06","3.3415E-05","7","0.1428571","0.8571429","284174","0.3681547","0.6318453","0.5916728","0.949244695","0.9492359","4.48313E-06"
"PEiD_00237_ASPack_v2_11d_","1","6","9.55831E-06","3.3415E-05","7","0.1428571","0.8571429","284174","0.3681547","0.6318453","0.5916728","0.949244695","0.9492359","4.48313E-06"
"winrar_4xx","1","6","9.55831E-06","3.3415E-05","7","0.1428571","0.8571429","284174","0.3681547","0.6318453","0.5916728","0.949244695","0.9492359","4.48313E-06"
"PEiD_03455_Windows_Animation_format_","1","6","9.55831E-06","3.3415E-05","7","0.1428571","0.8571429","284174","0.3681547","0.6318453","0.5916728","0.949244695","0.9492359","4.48313E-06"
"aspack_211d","1","6","9.55831E-06","3.3415E-05","7","0.1428571","0.8571429","284174","0.3681547","0.6318453","0.5916728","0.949244695","0.9492359","4.48313E-06"
"aspack_211","9","25","8.60248E-05","0.000139229","34","0.2647059","0.7352941","284147","0.3681616","0.6318384","0.8337649","0.949250016","0.9492362","4.17153E-06"
"telock_092a1","152","228","0.001452863","0.001269771","380","0.4","0.6","283801","0.3681065","0.6318935","0.9709506","0.94920713","0.9492362","4.16548E-06"
"Silicon_Realms_Install_Stub","3","11","2.86749E-05","6.12609E-05","14","0.2142857","0.7857143","284167","0.3681568","0.6318433","0.7495953","0.949246277","0.9492365","3.92854E-06"
"Silicon_Realms_Install_Stub_additional","3","11","2.86749E-05","6.12609E-05","14","0.2142857","0.7857143","284167","0.3681568","0.6318433","0.7495953","0.949246277","0.9492365","3.92854E-06"
"Microsoft_Visual_Cpp_v42_additional","21","25","0.000200725","0.000139229","46","0.4565217","0.5434783","284135","0.3681349","0.6318651","0.9945387","0.94922922","0.9492366","3.81586E-06"
"Microsoft_Visual_Cpp_v4x","21","25","0.000200725","0.000139229","46","0.4565217","0.5434783","284135","0.3681349","0.6318651","0.9945387","0.94922922","0.9492366","3.81586E-06"
"Microsoft_Visual_Cpp_v4x_additional","21","25","0.000200725","0.000139229","46","0.4565217","0.5434783","284135","0.3681349","0.6318651","0.9945387","0.94922922","0.9492366","3.81586E-06"
"Microsoft_Visual_Cpp_42_additional","21","25","0.000200725","0.000139229","46","0.4565217","0.5434783","284135","0.3681349","0.6318651","0.9945387","0.94922922","0.9492366","3.81586E-06"
"Microsoft_Visual_Cpp_42","21","25","0.000200725","0.000139229","46","0.4565217","0.5434783","284135","0.3681349","0.6318651","0.9945387","0.94922922","0.9492366","3.81586E-06"
"Microsoft_Visual_Cpp_30_old_crap_additional","16","18","0.000152933","0.000100245","34","0.4705882","0.5294118","284147","0.3681369","0.6318631","0.9975026","0.949230818","0.9492366","3.77732E-06"
"_GLBS_Install_Stub_32bit__Wise_","6","5","5.73499E-05","2.78458E-05","11","0.5454546","0.4545455","284170","0.3681423","0.6318577","0.9940302","0.949235021","0.9492368","3.61479E-06"
"win_exe_njRAT","34","74","0.000324983","0.000412119","108","0.3148148","0.6851852","284073","0.3681695","0.6318306","0.8986534","0.949256171","0.9492369","3.4307E-06"
"UnicornGen","2","8","1.91166E-05","4.45534E-05","10","0.2","0.8","284171","0.3681551","0.6318449","0.7219281","0.949244981","0.949237","3.3879E-06"
"PEiD_01059_Microsoft_Visual_C_v2_0_","2","8","1.91166E-05","4.45534E-05","10","0.2","0.8","284171","0.3681551","0.6318449","0.7219281","0.949244981","0.949237","3.3879E-06"
"Win_Trojan_Packed_150","10","26","9.55831E-05","0.000144798","36","0.2777778","0.7222222","284145","0.3681606","0.6318394","0.8524052","0.949249292","0.949237","3.34594E-06"
"id3tag_genre_alpha_map__32_lil_592_","5","4","4.77916E-05","2.22767E-05","9","0.5555556","0.4444444","284172","0.3681432","0.6318567","0.9910761","0.949235745","0.949237","3.3004E-06"
"PEiD_00667_eXPressor_1_1____CGSoftLabs_","5","4","4.77916E-05","2.22767E-05","9","0.5555556","0.4444444","284172","0.3681432","0.6318567","0.9910761","0.949235745","0.949237","3.3004E-06"
"Check_Dlls","146","223","0.001395513","0.001241925","369","0.3956639","0.604336","283812","0.3681134","0.6318866","0.9683576","0.949212488","0.9492373","3.02273E-06"
"Win_Trojan_Agent_36930","1","5","9.55831E-06","2.78458E-05","6","0.1666667","0.8333333","284175","0.3681534","0.6318465","0.6500224","0.949243685","0.9492373","3.00245E-06"
"PEiD_00180_Armadillo_v2_xx__CopyMem_II__","1","5","9.55831E-06","2.78458E-05","6","0.1666667","0.8333333","284175","0.3681534","0.6318465","0.6500224","0.949243685","0.9492373","3.00245E-06"
"armd25_cm2","1","5","9.55831E-06","2.78458E-05","6","0.1666667","0.8333333","284175","0.3681534","0.6318465","0.6500224","0.949243685","0.9492373","3.00245E-06"
"_NeoLite_vxx_","1","5","9.55831E-06","2.78458E-05","6","0.1666667","0.8333333","284175","0.3681534","0.6318465","0.6500224","0.949243685","0.9492373","3.00245E-06"
"Powerkatz_DLL_Generic","3","10","2.86749E-05","5.56917E-05","13","0.2307692","0.7692308","284168","0.3681554","0.6318445","0.7793499","0.949245268","0.9492375","2.87437E-06"
